calories,total_fat,saturated_fat,cholesterol,sodium,calcium,fat,name
43,0.6,0.2,0,233,168,0.56,Radhaballavi Aloo bhaja Tomato khejur chutney
26,0,0,0,9,54,0.03,Chapati Paneer tikka masala Bhindi masala
902,100,30,521,0,0,100,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
307,6.4,1.6,50,566,59,6.4,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
238,2.2,0.6,0,478,684,2.15,Biryani Chicken curry Mutton curry
32,0.1,0,0,8,20,0.08,Roti Gobi paratha Dum aloo
34,0.4,0.1,0,17,18,0.4,Khichdi Begun bhaja Mutton curry
53,1.4,0.2,0,41,123,1.44,Biryani Keema curry Onion raita
286,3.4,0.6,0,650,30,3.4,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
313,9.6,2,4,11588,140,9.63,Rice Dal lentils Fish curry
253,23,13,74,334,117,22.78,Roti flatbread Chicken curry Mixed vegetable sabzi
166,9.6,1.4,0,379,38,9.6,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
406,21,12,67,467,37,21,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
341,1.5,0.3,0,275,212,1.49,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
18,0,0,0,2,6,0,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
124,0.5,0.2,0,7,18,0.46,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
372,8.9,1.3,0,9,285,8.9,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
52,0,0,0,210,0,0,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
286,0,0,0,155,18,0,Vegetable pulao Chicken rezala Raita
476,22,7.1,0,324,100,21.79,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
375,22,1.5,0,168,931,22.27,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
27,0.3,0.1,0,4,13,0.3,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
85,1.1,0.2,52,59,14,1.06,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
353,1.1,0.7,6,1079,796,1.07,Mutton biryani Raita Keema matar minced meat with peas
27,0.4,0.2,2,54,47,0.36,Roti Bhindi do pyaza Palak paneer
525,42,4.5,0,26,1438,41.56,Biryani Kosha Mangsho slow-cooked mutton Egg curry
397,2,0.4,0,269,25,2,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
902,100,47,102,0,0,100,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
339,15,5.4,85,339,59,15.2,Chapati Bhindi masala Rajma chawal
503,51,8.2,50,730,12,50.89,Vegetable biryani Rajma curry Boondi raita
47,0.4,0.1,0,4,50,0.4,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
32,0.7,0,0,14,81,0.7,Chapati Gobi paratha Dum aloo
282,0.4,0,0,2,39,0.39,Khichdi Labra mixed vegetable curry Fish curry
43,0.8,0.1,0,43,309,0.8,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
367,7.2,2,14,4392,146,7.19,Paratha Baingan masala Rajma chawal
370,1.9,0.3,0,29,142,1.85,Luchi Chholar dal Alur torkari potato curry
32,0.3,0.1,0,40,190,0.3,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
387,0,0,0,1,1,0,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
269,24,8.7,66,816,267,23.68,Biryani Keema curry Onion raita
83,1.2,0.1,0,3,10,1.17,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
42,0.2,0,0,0,4,0.23,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
430,13,3.2,0,459,74,12.8,Paratha Baingan bharta Mix vegetable raita
348,7.3,1.1,0,350,64,7.3,Luchi Aloo posto Chana masala
305,25,9.9,118,700,22,25.45,Rice Pabda fish curry Potol bhaja fried pointed gourd
223,16,6.4,70,724,23,16.28,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
19,0.2,0,0,213,51,0.2,Biryani Chicken rezala Pineapple raita
133,4.3,1.6,515,140,43,4.28,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
350,22,2.2,3,313,63,21.5,Vegetable pulao Kadai paneer Cucumber tomato salad
255,18,2.9,0,888,63,18.16,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
290,26,7.7,77,1090,99,25.76,Paratha Methi thepla Aloo matar curry
363,2.8,0.6,0,8,11,2.78,Radhaballavi Aloo bhaja Tomato khejur chutney
70,0.9,0.2,0,31,243,0.94,Chapati Paneer tikka masala Bhindi masala
19,0,0,0,8,6,0,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
88,0,0,0,23,27,0,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
141,4.8,1.6,36,1225,36,4.8,Biryani Chicken curry Mutton curry
349,1.5,0.2,0,2,24,1.52,Roti Gobi paratha Dum aloo
183,15,2.3,23,376,32,15.03,Khichdi Begun bhaja Mutton curry
248,3.4,0.8,0,486,74,3.4,Biryani Keema curry Onion raita
254,8.7,5,31,274,30,8.7,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
368,0,0,0,1643,0,0,Rice Dal lentils Fish curry
28,0.2,0,0,1,7,0.22,Roti flatbread Chicken curry Mixed vegetable sabzi
47,1.6,0,0,719,0,1.56,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
361,1.8,0.4,0,11,37,1.84,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
364,0.6,0.2,0,182,18,0.56,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
902,100,30,710,0,0,100,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
902,100,21,766,0,0,100,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
116,0.2,0.1,0,5,2,0.18,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
72,0.2,0,0,5,41,0.15,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
3,0.1,0,0,4,34,0.13,Vegetable pulao Chicken rezala Raita
117,2.7,1,73,75,6,2.65,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
74,1.6,0,0,61,16,1.64,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
367,9.6,3.3,3,4843,132,9.61,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
351,27,17,69,876,756,26.62,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
369,31,19,90,1809,662,30.64,Mutton biryani Raita Keema matar minced meat with peas
270,7.4,1.1,0,393,63,7.4,Roti Bhindi do pyaza Palak paneer
268,0,0,0,27,6,0,Biryani Kosha Mangsho slow-cooked mutton Egg curry
299,0.5,0.1,0,11,50,0.46,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
32,0.3,0,0,1,16,0.3,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
90,0.8,0.2,60,97,50,0.81,Chapati Bhindi masala Rajma chawal
360,9.7,1.7,0,12,39,9.72,Vegetable biryani Rajma curry Boondi raita
342,1.7,0.3,0,2,32,1.71,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
216,4.3,0.6,0,2,73,4.25,Chapati Gobi paratha Dum aloo
44,0.6,0,0,1,25,0.58,Khichdi Labra mixed vegetable curry Fish curry
305,15,0.7,0,20,1516,14.54,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
884,100,60,0,0,0,100,Paratha Baingan masala Rajma chawal
157,9.8,4.2,45,381,34,9.79,Luchi Chholar dal Alur torkari potato curry
93,2.1,0.3,0,9,363,2.12,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
42,0.6,0.1,0,70,205,0.6,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
246,0,0,0,56,38,0,Biryani Keema curry Onion raita
339,0.5,0.3,3,968,2054,0.54,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
24,0.1,0.1,1,48,103,0.09,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
49,0.7,0.1,0,1674,25,0.7,Paratha Baingan bharta Mix vegetable raita
433,13,2.4,12,300,101,13.2,Luchi Aloo posto Chana masala
31,0.2,0.1,0,52,49,0.2,Rice Pabda fish curry Potol bhaja fried pointed gourd
592,44,15,1630,476,244,43.9,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
311,10,2.5,7,385,45,10.2,Biryani Chicken rezala Pineapple raita
382,8.1,2.5,7,245,138,8.1,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
136,11,6.6,35,83,141,10.6,Vegetable pulao Kadai paneer Cucumber tomato salad
382,0,0,0,1280,62,0,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
101,0.3,0,0,3,3,0.34,Paratha Methi thepla Aloo matar curry
224,13,1.5,0,709,35,12.73,Radhaballavi Aloo bhaja Tomato khejur chutney
365,4.7,0.7,0,35,7,4.74,Chapati Paneer tikka masala Bhindi masala
197,13,5.1,49,103,12,13.06,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
340,2,0.4,0,2,34,1.99,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
73,0.5,0,0,6,38,0.5,Biryani Chicken curry Mutton curry
387,24,3.1,0,0,41,23.86,Roti Gobi paratha Dum aloo
45,0.2,0,0,1,11,0.2,Khichdi Begun bhaja Mutton curry
161,11,1.9,7,218,31,11.18,Biryani Keema curry Onion raita
31,0.2,0,0,27,45,0.16,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
43,0.5,0,0,1,29,0.49,Rice Dal lentils Fish curry
109,0.6,0,0,17,128,0.63,Roti flatbread Chicken curry Mixed vegetable sabzi
327,27,17,90,800,497,27.25,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
52,0.7,0,0,1,25,0.65,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
224,0.9,0.1,0,7,42,0.92,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
243,4.6,0.7,0,269,69,4.6,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
11,0.1,0,0,1,12,0.09,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
389,0,0,0,2,1,0,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
134,4,1,69,56,7,4.03,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
378,2.7,0.7,2,31,12,2.7,Vegetable pulao Chicken rezala Raita
98,1.9,0.4,50,55,12,1.91,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
112,0.2,0,0,5,8,0.16,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
43,1.1,0.1,0,61,208,1.12,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
285,6,1.6,0,344,1488,6.03,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
44,0.7,0.2,0,30,199,0.73,Mutton biryani Raita Keema matar minced meat with peas
153,6.1,2.4,17,427,29,6.12,Roti Bhindi do pyaza Palak paneer
316,21,4.2,0,5,57,20.85,Biryani Kosha Mangsho slow-cooked mutton Egg curry
357,1.3,0.2,0,2,13,1.33,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
313,8.4,2.3,0,23,834,8.36,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
311,6.7,0.7,0,18,383,6.7,Chapati Bhindi masala Rajma chawal
22,0.2,0,0,1,6,0.24,Vegetable biryani Rajma curry Boondi raita
80,0.8,0.2,0,13,16,0.75,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
902,100,20,485,0,0,100,Chapati Gobi paratha Dum aloo
187,9.3,1.5,13,402,17,9.26,Khichdi Labra mixed vegetable curry Fish curry
97,0.2,0,0,3,161,0.2,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
57,0.3,0,0,1,6,0.33,Paratha Baingan masala Rajma chawal
368,30,19,96,628,717,30.04,Luchi Chholar dal Alur torkari potato curry
22,0.1,0,0,226,117,0.13,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
387,31,19,103,700,643,30.6,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
255,1.2,0.2,0,590,12,1.2,Biryani Keema curry Onion raita
902,100,50,109,0,0,100,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
47,0.2,0,0,1,30,0.15,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
81,0.4,0.1,0,5,25,0.4,Paratha Baingan bharta Mix vegetable raita
40,0.9,0.2,0,1,10,0.86,Luchi Aloo posto Chana masala
67,0.1,0,0,1,10,0.09,Rice Pabda fish curry Potol bhaja fried pointed gourd
399,0,0,0,0,0,0,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
157,11,3.4,69,941,16,10.9,Biryani Chicken rezala Pineapple raita
216,16,5,37,1075,8,15.53,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
235,17,5.9,38,964,109,16.5,Vegetable pulao Kadai paneer Cucumber tomato salad
139,6.2,1.4,68,1123,11,6.21,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
46,0.1,0,0,2,8,0.13,Paratha Methi thepla Aloo matar curry
401,24,12,2,745,108,23.71,Radhaballavi Aloo bhaja Tomato khejur chutney
669,59,20,2307,149,289,59.13,Chapati Paneer tikka masala Bhindi masala
368,6.1,0.7,0,5,47,6.07,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
141,4.9,1.2,81,150,4,4.86,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
25,0.3,0,0,0,29,0.3,Biryani Chicken curry Mutton curry
373,30,19,89,600,746,30.28,Roti Gobi paratha Dum aloo
105,2.7,0.6,52,42,40,2.73,Khichdi Begun bhaja Mutton curry
404,33,19,99,653,710,33.31,Biryani Keema curry Onion raita
376,29,19,93,690,673,29.2,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
884,100,19,0,0,0,100,Rice Dal lentils Fish curry
236,4.4,0.7,0,353,65,4.4,Roti flatbread Chicken curry Mixed vegetable sabzi
30,0.2,0,0,1,7,0.15,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
268,15,2.5,95,764,32,14.76,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
172,13,6.1,118,566,165,12.95,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
309,30,4.6,0,1465,23,29.52,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
131,5.9,2.8,0,26,317,5.86,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
290,0,0,0,8,150,0,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
325,2.2,0.3,0,2,37,2.22,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
884,100,20,0,0,0,100,Vegetable pulao Chicken rezala Raita
407,6.6,1.5,0,698,76,6.6,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
47,0.3,0,0,6,134,0.3,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
282,13,2.1,0,68,229,12.89,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
44,0.3,0,0,0,6,0.32,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
43,0.4,0,0,10,39,0.39,Mutton biryani Raita Keema matar minced meat with peas
74,0.1,0,0,40,45,0.1,Roti Bhindi do pyaza Palak paneer
172,0.6,0,0,1027,33,0.63,Biryani Kosha Mangsho slow-cooked mutton Egg curry
123,4.9,1.5,60,29,14,4.9,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
76,0.3,0,0,1,18,0.3,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
103,0.2,0,0,2,17,0.23,Chapati Bhindi masala Rajma chawal
357,0.1,0,0,2,40,0.1,Vegetable biryani Rajma curry Boondi raita
23,0.3,0,0,14,6,0.3,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
32,1,0.1,0,1,7,1.02,Chapati Gobi paratha Dum aloo
296,0.5,0.2,0,28,28,0.54,Khichdi Labra mixed vegetable curry Fish curry
209,16,4.4,75,1071,123,16.05,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
288,0.1,0,0,9,11,0.06,Paratha Baingan masala Rajma chawal
127,5.6,1.1,66,49,41,5.6,Luchi Chholar dal Alur torkari potato curry
198,1.3,0.2,0,16,28,1.27,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
87,0.7,0.1,41,31,10,0.69,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
11,0.1,0,0,41,120,0.1,Biryani Keema curry Onion raita
87,0.6,0.1,40,135,34,0.64,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
253,5.3,0,0,388,71,5.29,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
310,5.9,1.6,0,148,111,5.85,Paratha Baingan bharta Mix vegetable raita
25,0.1,0,0,2,14,0.07,Luchi Aloo posto Chana masala
338,2.4,0.4,0,8,27,2.43,Rice Pabda fish curry Potol bhaja fried pointed gourd
15,0.5,0.1,0,498,33,0.5,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
534,42,3.7,0,30,255,42.16,Biryani Chicken rezala Pineapple raita
413,32,19,110,714,1011,32.34,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
466,30,19,94,600,400,29.51,Vegetable pulao Kadai paneer Cucumber tomato salad
389,31,19,116,800,550,31.14,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
717,81,51,215,643,24,81.11,Paratha Methi thepla Aloo matar curry
884,100,20,0,0,0,100,Radhaballavi Aloo bhaja Tomato khejur chutney
446,14,2.9,11,687,172,13.77,Chapati Paneer tikka masala Bhindi masala
277,0.2,0,0,1,64,0.15,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
65,0.2,0,0,26,6,0.2,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
269,4.4,0.7,0,447,66,4.4,Biryani Chicken curry Mutton curry
271,3.5,0,0,550,78,3.5,Roti Gobi paratha Dum aloo
239,0.6,0.3,0,28,74,0.6,Khichdi Begun bhaja Mutton curry
354,3.4,0.7,0,5,8,3.4,Biryani Keema curry Onion raita
21,0,0,0,5,7,0,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
213,14,4.7,49,482,7,13.87,Rice Dal lentils Fish curry
884,100,14,0,0,0,100,Roti flatbread Chicken curry Mixed vegetable sabzi
884,100,9.6,0,0,0,100,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
286,0.4,0,0,48,45,0.4,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
11,0,0,0,0,0,0,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
338,3.1,0.7,0,545,23,3.1,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
120,1.9,0.2,0,7,17,1.92,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
122,0.4,0.1,0,4,3,0.37,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
36,0.8,0.1,0,56,138,0.79,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
354,2.3,0.5,0,12,33,2.3,Vegetable pulao Chicken rezala Raita
387,27,17,104,1433,1064,26.94,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
315,7.4,4.5,29,129,251,7.35,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
23,0.3,0.1,0,22,19,0.25,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
83,0.2,0,0,5,10,0.24,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
195,11,3.4,0,14,96,11.38,Mutton biryani Raita Keema matar minced meat with peas
158,18,3.2,56,722,16,17.56,Roti Bhindi do pyaza Palak paneer
119,1,0.2,0,2,3,1,Biryani Kosha Mangsho slow-cooked mutton Egg curry
23,0.9,0.2,0,2348,40,0.86,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
83,1.1,0.2,0,12,21,1.1,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
357,1.1,0.2,0,7,21,1.08,Chapati Bhindi masala Rajma chawal
99,0.3,0,0,22,10,0.29,Vegetable biryani Rajma curry Boondi raita
73,0.3,0.1,50,58,18,0.3,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
95,0.6,0.2,0,2,24,0.64,Chapati Gobi paratha Dum aloo
277,1.2,0.3,0,3,33,1.2,Khichdi Labra mixed vegetable curry Fish curry
37,0.2,0,0,12,43,0.16,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
21,0.4,0,0,4,38,0.4,Paratha Baingan masala Rajma chawal
274,11,2,6,135,15,11.2,Luchi Chholar dal Alur torkari potato curry
884,100,53,0,0,0,100,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
75,0.7,0.2,0,7,10,0.68,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
340,26,17,102,753,700,25.98,Biryani Keema curry Onion raita
20,0.1,0,0,2,24,0.12,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
48,0.4,0,0,1,13,0.39,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
34,0.4,0,0,33,47,0.37,Paratha Baingan bharta Mix vegetable raita
371,30,19,94,560,674,29.68,Luchi Aloo posto Chana masala
380,0,0,0,28,83,0,Rice Pabda fish curry Potol bhaja fried pointed gourd
322,0.1,0,0,98,18,0.07,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
299,26,10,57,1013,21,26.13,Biryani Chicken rezala Pineapple raita
379,35,13,120,680,6,34.5,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
579,50,3.8,0,1,269,49.93,Vegetable pulao Kadai paneer Cucumber tomato salad
72,0.1,0,0,12,37,0.1,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
376,0.6,0.1,0,10,24,0.64,Paratha Methi thepla Aloo matar curry
394,0.2,0,0,38,3,0.2,Radhaballavi Aloo bhaja Tomato khejur chutney
311,3,0.4,0,10,204,2.97,Chapati Paneer tikka masala Bhindi masala
260,0.1,0,0,12,102,0.06,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
329,3.5,0.6,0,2,13,3.46,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
884,100,7.4,0,0,0,100,Biryani Chicken curry Mutton curry
298,0.4,0,0,70,113,0.44,Roti Gobi paratha Dum aloo
20,0.4,0,0,45,65,0.36,Khichdi Begun bhaja Mutton curry
16,0.1,0,0,39,25,0.1,Biryani Keema curry Onion raita
277,4.3,1,0,574,91,4.3,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
250,1.5,0,0,439,20,1.53,Rice Dal lentils Fish curry
144,8.6,1.3,2,189,28,8.64,Roti flatbread Chicken curry Mixed vegetable sabzi
75,0.3,0.1,0,10,36,0.3,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
354,0.2,0,0,11,90,0.2,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
32,0.6,0.1,0,17,232,0.61,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
416,5,0,0,233,0,5,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
394,32,20,95,604,685,32.11,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
350,34,20,101,314,97,34.44,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
247,20,6.8,59,907,11,19.87,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
42,0.3,0.1,0,100,43,0.3,Vegetable pulao Chicken rezala Raita
71,0.9,0.1,0,10,62,0.86,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
246,7,1.3,0,4,58,7.03,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
127,0.9,0,0,5,10,0.85,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
408,21,6.3,10,750,90,20.83,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
266,3.1,0,0,375,188,3.13,Mutton biryani Raita Keema matar minced meat with peas
27,0.1,0,0,20,24,0.1,Roti Bhindi do pyaza Palak paneer
393,31,18,93,187,890,30.99,Biryani Kosha Mangsho slow-cooked mutton Egg curry
356,27,18,114,819,700,27.44,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
302,0.4,0.1,0,134,166,0.44,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
353,29,19,75,1146,528,28.74,Chapati Bhindi masala Rajma chawal
334,28,17,100,629,184,27.68,Vegetable biryani Rajma curry Boondi raita
18,0.3,0,0,11,39,0.3,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
101,1.7,0.5,0,9,405,1.68,Chapati Gobi paratha Dum aloo
23,0.6,0,0,4,177,0.64,Khichdi Labra mixed vegetable curry Fish curry
21,0.2,0.1,0,4,86,0.2,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
16,0.1,0,0,21,164,0.09,Paratha Baingan masala Rajma chawal
318,0,0,0,35,61,0,Luchi Chholar dal Alur torkari potato curry
884,100,21,0,0,0,100,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
884,100,47,0,0,0,100,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
884,100,81,0,0,0,100,Biryani Keema curry Onion raita
60,0.1,0,0,0,1,0.1,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
47,0.2,0,0,1,16,0.2,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
32,0.5,0,0,43,275,0.52,Paratha Baingan bharta Mix vegetable raita
26,0.1,0.1,0,1,21,0.1,Luchi Aloo posto Chana masala
41,0.2,0,0,69,33,0.24,Rice Pabda fish curry Potol bhaja fried pointed gourd
99,0.9,0.2,30,143,9,0.9,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
